"algorithm";"binary";"decimal";"elapsed";"error %";"instructions";"branches";"branch misses";"total"
dragonbox;8388608*2^19;43980465*10^5;5.92638910295793e-09;0.00750432399647599;73.000063465322;7;5.76957472464705e-06;0.005432019
amaru;8388608*2^20;8796093*10^6;6.49064376790546e-09;0.00576819396032329;75.0000721780041;11;1.31232734693342e-05;0.005334966
dragonbox;8388608*2^20;8796093*10^6;5.99071358334364e-09;0.00786304900033547;73.0000641930928;7;5.83573571120111e-06;0.005396944
amaru;8388608*2^21;17592186*10^6;6.09958999734774e-09;0.0076583963763711;75.0000655112858;11;1.07415423780701e-05;0.005417413
dragonbox;8388608*2^21;17592186*10^6;5.47434093213178e-09;0.00182970788807992;73.0000584969475;7;5.31790432026547e-06;0.005454511
amaru;8388608*2^22;35184372*10^6;6.48087068751181e-09;0.00308420897976087;75.000068986278;11;1.25429596367559e-05;0.005483907
dragonbox;8388608*2^22;35184372*10^6;6.00780381546493e-09;0.00291803557675088;73.0000634272633;7;5.76611484947557e-06;0.005470111
amaru;8388608*2^23;70368744*10^6;6.64990722632345e-09;7.49425705968534e-06;75.0000710718278;11;1.29221505042869e-05;0.005446826
dragonbox;8388608*2^23;70368744*10^6;6.01141870449375e-09;5.14467677787159e-06;73.0000629135853;7;5.86376136836735e-06;0.005445574
amaru;8388608*2^24;14073749*10^7;6.7982922713321e-09;2.9700569574021e-05;75.0000730707657;11;6.6427968831997e-06;0.004924737
dragonbox;8388608*2^24;14073749*10^7;6.00547487544941e-09;1.1293360222711e-05;73.000062957425;7;5.84013222059347e-06;0.005442979
amaru;8388608*2^25;28147498*10^7;7.05185815274171e-09;0.00360165763842594;79.0000771064068;13;1.40760812189886e-05;0.004888479
dragonbox;8388608*2^25;28147498*10^7;6.00814710670006e-09;0.000841476476827793;73.0000642959014;7;5.84508194804891e-06;0.00544302
amaru;8388608*2^26;56294995*10^7;6.65090923786938e-09;7.5569126614187e-06;75.0000712850755;11;1.29609228177046e-05;0.005441556
dragonbox;8388608*2^26;56294995*10^7;6.01015768075664e-09;2.29124322014335e-05;73.0000643869774;7;5.85336158555859e-06;0.005442009
amaru;8388608*2^27;11258999*10^8;6.66417831980225e-09;0.00250356134780109;75.0000760080569;11;1.2979680310474e-05;0.004911051
dragonbox;8388608*2^27;11258999*10^8;6.06488297598119e-09;0.0143056873683608;73.0000636633022;7;5.86365821908973e-06;0.005435476
amaru;8388608*2^28;22517998*10^8;6.65854625643283e-09;0.0202806038397237;75.0000728607102;11;1.15277097322689e-05;0.004913015
dragonbox;8388608*2^28;22517998*10^8;5.80382181680288e-09;0.00774687195237999;73.0000611854685;7;5.64927067915532e-06;0.005412173
amaru;8388608*2^29;45035996*10^8;6.26121914946131e-09;0.00527016913392911;75.0000660778397;11;6.48760866744518e-06;0.005361948
dragonbox;8388608*2^29;45035996*10^8;5.57837917336871e-09;0.00612724066856778;73.0000604239565;7;5.49308695007333e-06;0.005427671
amaru;8388608*2^30;9007199*10^9;6.43917067375805e-09;0.0126513347928644;75.0000727775554;11;1.15452110464579e-05;0.005359463
dragonbox;8388608*2^30;9007199*10^9;6.35980342541693e-09;0.000752686397762764;73.0000683569476;7;2.42067742657783e-05;0.005440546
amaru;8388608*2^31;18014399*10^9;7.02328680684586e-09;0.00441660897120009;82.0000801116222;14;3e-05;0.004960102
dragonbox;8388608*2^31;18014399*10^9;6.00844226600051e-09;0.00116690187524452;73.0000629024326;7;5.86365821908973e-06;0.005443931
amaru;8388608*2^32;36028797*10^9;6.65512080989797e-09;2.68409969308677e-05;75.0000696722869;11;1.74652151132328e-05;0.005445444
dragonbox;8388608*2^32;36028797*10^9;6.00868679913397e-09;1.92489828948715e-05;73.0000628905647;7;5.86355507344103e-06;0.005444484
amaru;8388608*2^33;72057594*10^9;6.66511962549889e-09;0.00301418271556526;75.0000697465032;11;1.74941394632798e-05;0.00544434
dragonbox;8388608*2^33;72057594*10^9;6.00908031031829e-09;0.00115978302222874;73.0000628711541;7;5.86355507344103e-06;0.005445295
amaru;8388608*2^34;14411519*10^10;6.82129856416369e-09;0.00258251899695927;75.0000734655714;11;6.67868830561678e-06;0.004928025
dragonbox;8388608*2^34;14411519*10^10;6.0050146806541e-09;0.000437330368705938;73.0000629204528;7;5.84013222059347e-06;0.005429824
amaru;8388608*2^35;28823038*10^10;6.97114800916917e-09;0.00492629083858503;79.0000743906728;13;1.35255768658533e-05;0.004949163
dragonbox;8388608*2^35;28823038*10^10;5.96447004467947e-09;0.00422671404947183;73.0000625800028;7;5.82414574342308e-06;0.005404296
amaru;8388608*2^36;57646075*10^10;6.49663029656285e-09;0.0114962364285801;75.0000683620454;11;1.24294627986178e-05;0.005388727
dragonbox;8388608*2^36;57646075*10^10;5.76466232718904e-09;0.0102565396670335;73.0000627037873;7;5.82441712145657e-06;0.005378137
amaru;8388608*2^37;11529215*10^11;6.19507070412373e-09;0.00975023601783541;75.0000653672451;11;1.18849536486808e-05;0.005398677
dragonbox;8388608*2^37;11529215*10^11;5.46410176549534e-09;1.43032204933566e-05;73.0000571283154;7;5.32393481374214e-06;0.005451756
amaru;8388608*2^38;2305843*10^12;6.10633938035504e-09;0.000996207960775049;71.0000637075476;10;5.93820701777305e-06;0.005461856
dragonbox;8388608*2^38;2305843*10^12;6.09013324391577e-09;0.0134896470534648;73.0000634133687;7;1.15297033983801e-05;0.005476133
amaru;8388608*2^39;4611686*10^12;6.37020349920361e-09;0.0016268821825218;71.0000664821284;10;6.11273098482209e-06;0.005472014
dragonbox;8388608*2^39;4611686*10^12;6.20065134954559e-09;0.00308738320496473;73.0000647367275;7;5.99171944372877e-06;0.005466074
amaru;8388608*2^40;9223372*10^12;6.55220174718433e-09;0.000876493252865935;75.0000684829166;11;1.24514393863931e-05;0.005462336
dragonbox;8388608*2^40;9223372*10^12;6.26633492023672e-09;7.25978456639268e-06;73.0000655686892;7;6.11157287439495e-06;0.005446647
amaru;8388608*2^41;18446744*10^12;6.57756934452578e-09;0.00274007434340574;75.0000686710283;11;1.24856415122609e-05;0.005446636
dragonbox;8388608*2^41;18446744*10^12;5.98783400604714e-09;0.0230893591803857;73.0000626619955;7;5.81770793942602e-06;0.005466954
amaru;8388608*2^42;3689349*10^13;6.3867960949714e-09;0.0024945719242837;71.0000671439995;10;6.31540390165653e-06;0.005399207
dragonbox;8388608*2^42;3689349*10^13;5.9925504822342e-09;0.01274131852742;73.0000632623836;7;5.81561026106274e-06;0.005409566
amaru;8388608*2^43;7378698*10^13;6.41154822841109e-09;0.0366840885534916;71.0000663886391;10;6.03533082665926e-06;0.005503845
dragonbox;8388608*2^43;7378698*10^13;6.21501567487923e-09;0.00844371034569845;73.0000675904022;7;1e-05;0.004734968
amaru;8388608*2^44;14757395*10^13;6.44598853182555e-09;0.000307566455472202;75.0000734618916;11;2e-05;0.004836963
dragonbox;8388608*2^44;14757395*10^13;5.81241727158781e-09;0.0011809127012123;73.0000608501317;7;1.10636603013741e-05;0.005440624
amaru;8388608*2^45;2951479*10^14;6.42122785408095e-09;0.00251089477566612;71.0000672704701;10;6.28744962180991e-06;0.005433272
dragonbox;8388608*2^45;2951479*10^14;6.19601238983802e-09;0.0023044205518187;73.0000651319217;7;5.99171944372877e-06;0.005441046
amaru;8388608*2^46;5902958*10^14;6.46634228896433e-09;0.00406314282786564;71.0000670376081;10;1.60163152865052e-05;0.005512069
dragonbox;8388608*2^46;5902958*10^14;6.04458696210009e-09;0.00381721637078524;73.0000632133047;7;5.87647646471176e-06;0.005446877
amaru;8388608*2^47;11805916*10^14;6.1864348219279e-09;0.00945063630746648;75.0000650858048;11;1.183242913854e-05;0.005414686
dragonbox;8388608*2^47;11805916*10^14;5.47416549975501e-09;0.0054348441548173;73.0000576277535;7;5.32924047664727e-06;0.005434334
amaru;8388608*2^48;23611832*10^14;6.10801856770168e-09;0.00257102455859873;75.0000639512575;11;5.92645272172341e-06;0.005458517
dragonbox;8388608*2^48;23611832*10^14;5.56407567179088e-09;1.2249868261419e-05;73.0000582349002;7;5.40210574081777e-06;0.005447086
amaru;8388608*2^49;47223665*10^14;6.53130669186335e-09;6.4640893311794e-06;82.0000684573449;14;1.90206881684979e-05;0.005445245
dragonbox;8388608*2^49;47223665*10^14;5.59165463437161e-09;3.36449898977885e-06;73.000058601762;7;5.43611209263135e-06;0.005438311
amaru;8388608*2^50;9444733*10^15;6.33019157868884e-09;0.00381715433820504;75.0000672838087;11;6.24402914712806e-06;0.005405809
dragonbox;8388608*2^50;9444733*10^15;5.86340350435043e-09;0.0061886706121353;73.0000616115337;7;5.70655740511422e-06;0.005429263
amaru;8388608*2^51;18889466*10^15;6.27974327347448e-09;0.00240273870481107;75.0000655619478;11;6.08176322479413e-06;0.005457185
dragonbox;8388608*2^51;18889466*10^15;5.52570886296316e-09;0.000882343152931408;73.0000579556157;7;5.36849338601615e-06;0.00543814
amaru;8388608*2^52;37778932*10^15;6.38256749897382e-09;1.86224715150459e-06;79.0000682475276;13;1.24086413778555e-05;0.005428633
dragonbox;8388608*2^52;37778932*10^15;5.52487363272492e-09;1.97892966025153e-05;73.0000591591866;7;5.37810787408774e-06;0.005442999
amaru;8388608*2^53;75557864*10^15;6.38978605583704e-09;1.05050654538143e-05;79.0000685717135;13;1.11735588902421e-05;0.005440044
dragonbox;8388608*2^53;75557864*10^15;5.55967727744429e-09;0.000487913945934694;73.0000595080309;7;1.61702402897707e-05;0.005450855
amaru;8388608*2^54;15111573*10^16;6.54754048649919e-09;0.00640784683830718;75.0000737345311;11;6.87337187003828e-06;0.005363218
dragonbox;8388608*2^54;15111573*10^16;5.81010985364702e-09;0.00328637467912395;73.0000619379832;7;5.63072574424118e-06;0.005474568
amaru;8388608*2^55;30223145*10^16;6.59278551785356e-09;0.00542114680869381;75.0000697628697;11;1.14170239243736e-05;0.005499153
dragonbox;8388608*2^55;30223145*10^16;6.00901691832766e-09;0.00261563956681851;73.0000637618322;7;5.79653019702406e-06;0.005462095
amaru;8388608*2^56;6044629*10^17;6.64943211563693e-09;0.00251649431330514;71.0000706591211;10;6.42355646627312e-06;0.005476242
dragonbox;8388608*2^56;6044629*10^17;6.41601374028336e-09;0.0064176417229849;73.0000677995353;7;6.16359411500034e-06;0.005493916
amaru;8388608*2^57;12089258*10^17;6.55746488504132e-09;0.00262810708442096;75.0000703203411;11;1.27855165668331e-05;0.005429915
dragonbox;8388608*2^57;12089258*10^17;5.87593185183253e-09;0.00233898698153803;73.0000626209723;7;5.69281566662871e-06;0.00545817
amaru;8388608*2^58;24178516*10^17;6.5111380341146e-09;0.00592869421722911;75.0000744102984;11;2e-05;0.00475174
dragonbox;8388608*2^58;24178516*10^17;5.64370656832577e-09;0.0042552051360411;73.0000593081435;7;5.55864369093941e-06;0.0053905
amaru;8388608*2^59;48357033*10^17;6.84702780964369e-09;0.0355328550579918;82.0000743228178;14;2e-05;0.00487922
dragonbox;8388608*2^59;48357033*10^17;5.73302856891006e-09;0.00231023162158635;73.0000611090741;7;5.555370376543e-06;0.005461714
amaru;8388608*2^60;9671407*10^18;6.57249500369962e-09;0.00319970094037779;75.0000702915823;11;6.39014384213789e-06;0.005453959
dragonbox;8388608*2^60;9671407*10^18;6.25201845636312e-09;0.003951096974363;73.000066337392;7;6.03067199778071e-06;0.005475981
amaru;8388608*2^61;19342813*10^18;6.48384151331657e-09;9.8342533644181e-06;75.0000696339155;11;1.1338318413996e-05;0.005439871
dragonbox;8388608*2^61;19342813*10^18;5.99872193041736e-09;0.0158805468454305;73.0000626523591;7;1.71275891205554e-05;0.005509765
amaru;8388608*2^62;38685626*10^18;6.40550560310837e-09;0.00309484097665535;75.0000687040542;11;1.2491646211596e-05;0.005401584
dragonbox;8388608*2^62;38685626*10^18;5.6982951339645e-09;0.00672713610009244;73.0000614250614;7;5.5840964931874e-06;0.005431035
amaru;8388608*2^63;77371252*10^18;6.18158876923205e-09;0.0128755332751729;75.0000670874882;11;1.21977251242643e-05;0.005391782
dragonbox;8388608*2^63;77371252*10^18;5.48074319713301e-09;0.00244049278420894;73.0000574259597;7;5.35082697030826e-06;0.00542169
amaru;8388608*2^64;15474251*10^19;6.57476832559147e-09;0.0292410671056301;75.0000661272288;11;6.0686240001942e-06;0.005687199
dragonbox;8388608*2^64;15474251*10^19;5.92263919135193e-09;0.0105812389585061;73.0000615013027;7;5.59102751903745e-06;0.005514103
amaru;8388608*2^65;30948501*10^19;6.8045062078942e-09;5.43794533873017e-06;75.0000730697949;11;6.64270863087132e-06;0.004929437
dragonbox;8388608*2^65;30948501*10^19;6.00234025955409e-09;0.000686771167873328;73.000062883524;7;5.83338680604572e-06;0.005445897
amaru;8388608*2^66;61897002*10^19;6.99531260576051e-09;1.65925244062705e-05;79.000075381189;13;1e-05;0.004899779
dragonbox;8388608*2^66;61897002*10^19;6.00588815143635e-09;0.00281425188425787;73.000064428461;7;5.85713281634374e-06;0.005438803
amaru;8388608*2^67;12379401*10^20;6.77292895707033e-09;0.00229041066513265;75.0000773704368;11;1e-05;0.004940146
dragonbox;8388608*2^67;12379401*10^20;6.01013923088221e-09;0.00117616851474407;73.0000628787013;7;5.85699559553931e-06;0.005449073
amaru;8388608*2^68;24758801*10^20;6.80607061406238e-09;0.00167750516723078;75.0000730693096;11;6.64266450558648e-06;0.004923283
dragonbox;8388608*2^68;24758801*10^20;6.0081703612902e-09;5.35722125119073e-06;73.0000629567644;7;5.84013222059347e-06;0.005441976
amaru;8388608*2^69;49517602*10^20;6.95062625485472e-09;1.89027340898708e-06;79.0000744037554;13;1.36256489215299e-05;0.004937301
dragonbox;8388608*2^69;49517602*10^20;6.04643377503708e-09;0.00386587951515054;73.0000644148787;7;1.57514215657963e-05;0.005463498
amaru;8388608*2^70;99035203*10^20;6.72385280554486e-09;0.00166467561037031;73.0000771019931;9;1.32461735116268e-05;0.004896263
dragonbox;8388608*2^70;99035203*10^20;5.8815466057519e-09;0.00745027274321398;73.0000615706677;7;5.86248944751899e-06;0.005442056
amaru;8388608*2^71;19807041*10^21;6.48316245614839e-09;0.0084224691887303;75.000068575739;11;6.34272267713639e-06;0.005408856
dragonbox;8388608*2^71;19807041*10^21;5.59230112821971e-09;0.00602526753145749;73.0000590801225;7;5.45794923015626e-06;0.005422089
amaru;8388608*2^72;39614081*10^21;6.04174951079199e-09;8.23621344977751e-06;75.0000632404402;11;1.17328202179958e-05;0.005450583
dragonbox;8388608*2^72;39614081*10^21;5.52364225608272e-09;0.00139377019039044;73.0000577172815;7;5.33191149026926e-06;0.005466646
amaru;8388608*2^73;79228163*10^21;6.53010408737649e-09;0.000620948942282565;82.0000685295277;14;6.39889427106996e-06;0.005432189
dragonbox;8388608*2^73;79228163*10^21;5.60847779846701e-09;0.00211532122876153;73.000058630394;7;5.43605299064455e-06;0.005454552
amaru;8388608*2^74;15845633*10^22;6.44018419062706e-09;0.00380182305381581;75.0001004839979;11.0000106576858;1.59865286851613e-05;0.005493094
dragonbox;8388608*2^74;15845633*10^22;5.97558217286305e-09;0.0170738016700978;73.0000631432721;7;1.17588264691184e-05;0.005380453
amaru;8388608*2^75;31691265*10^22;6.42969494558871e-09;0.0032796020900324;75.000068954277;11;1.33875977294634e-05;0.005326149
dragonbox;8388608*2^75;31691265*10^22;5.7231113724845e-09;0.00248303197956167;73.0000611909994;7;5.56281812366145e-06;0.005460733
amaru;8388608*2^76;6338253*10^23;6.26484849767052e-09;0.0040278825607576;71.0000669352189;10;6.08501989801507e-06;0.005455864
dragonbox;8388608*2^76;6338253*10^23;5.94874891472621e-09;0.00336939073945359;73.0000637814268;7;5.79831153168197e-06;0.005434553
amaru;8388608*2^77;12676506*10^23;6.39877850177592e-09;0.00125671607557058;75.0000695947057;11;3.10329632135254e-05;0.005350896
dragonbox;8388608*2^77;12676506*10^23;5.72021272407807e-09;0.00222991387541321;73.0000599719767;7;5.45199788462482e-06;0.005505527
amaru;8388608*2^78;25353012*10^23;6.29576834925688e-09;0.003434926224743;75.0000681828043;11;1.23968735085012e-05;0.00540673
dragonbox;8388608*2^78;25353012*10^23;5.66442034947351e-09;0.00406993264955332;73.0000607275156;7;5.52068323975775e-06;0.005433833
amaru;8388608*2^79;50706024*10^23;6.22700049710897e-09;0.00334977754556418;75.0000667966165;11;1.08918817359481e-05;0.005434063
dragonbox;8388608*2^79;50706024*10^23;5.56104661263959e-09;0.00253431500424712;73.0000595740994;7;5.41582721344858e-06;0.005412051
amaru;8388608*2^80;10141205*10^24;6.43534286343253e-09;0.00881645326544919;75.0000670719438;11;6.09744943690054e-06;0.005594204
dragonbox;8388608*2^80;10141205*10^24;6.10096165527346e-09;0.00884422314744328;73.000064540734;7;5.86733945492416e-06;0.005510736
amaru;8388608*2^81;2028241*10^25;6.59386912961861e-09;0.00302669033493091;71.0000704500477;10;1.14647344767495e-05;0.005456427
dragonbox;8388608*2^81;2028241*10^25;6.35225599646077e-09;2.13949717024561e-05;73.0000680945896;7;6.19041723412158e-06;0.005441709
amaru;8388608*2^82;4056482*10^25;6.65007145924569e-09;0.00252299004492959;71.0000711136396;10;6.46487632691587e-06;0.005452668
dragonbox;8388608*2^82;4056482*10^25;6.35350212489987e-09;2.69488856125289e-05;73.000068165481;7;6.19686190912922e-06;0.005440416
amaru;8388608*2^83;8112964*10^25;6.65597319319286e-09;0.000319071530503902;71.0000711555006;10;1.16010626573394e-05;0.005460284
dragonbox;8388608*2^83;8112964*10^25;6.40628615819382e-09;4.19273247522874e-05;73.0000678631139;7;6.16937399362087e-06;0.005472033
amaru;8388608*2^84;16225928*10^25;6.80293581936066e-09;0.00354669964125751;75.0000776935378;11;1.3238019592269e-05;0.004944113
dragonbox;8388608*2^84;16225928*10^25;6.00410870033832e-09;0.00269426452321615;73.000063001386;7;5.86365821908973e-06;0.005438461
amaru;8388608*2^85;32451855*10^25;6.65257007425192e-09;0.0208188926512185;75.0000697522527;11;2.76743066202476e-05;0.005493494
dragonbox;8388608*2^85;32451855*10^25;5.80376342986399e-09;0.00313669173103822;73.0000610419303;7;5.64920685135807e-06;0.005391454
amaru;8388608*2^86;6490371*10^26;6.26276399944539e-09;0.00669880620927446;71.0000657698057;10;6.21183603237609e-06;0.005404565
dragonbox;8388608*2^86;6490371*10^26;5.83149537487654e-09;0.00988949533082229;73.0000613548261;7;5.69401502081163e-06;0.005422652
amaru;8388608*2^87;12980742*10^26;6.41705541944346e-09;0.00450003184141051;75.0000679247147;11;1.23499481302179e-05;0.005390109
dragonbox;8388608*2^87;12980742*10^26;5.89792975026655e-09;0.0138334015421223;73.0000612823613;7;5.64624045079584e-06;0.005504004
amaru;8388608*2^88;25961484*10^26;6.65917884091774e-09;1.38064786046782e-05;75.0000712430619;11;1.30532966100589e-05;0.004909509
dragonbox;8388608*2^88;25961484*10^26;6.00920272244796e-09;0.00116766236081563;73.0000644099754;7;5.85545230441325e-06;0.005441095
amaru;8388608*2^89;5192297*10^27;6.62539025334481e-09;0.00223864245337603;71.0000711012288;10;1.29274961379105e-05;0.005437829
dragonbox;8388608*2^89;5192297*10^27;6.35091292344585e-09;7.24155849021652e-06;73.0000680566726;7;6.18697024067314e-06;0.005442037
amaru;8388608*2^90;10384594*10^27;6.81109423688187e-09;1.77120543524957e-05;75.0000777504211;11;1e-05;0.004929775
dragonbox;8388608*2^90;10384594*10^27;6.35097351646282e-09;8.84338834786855e-06;73.0000665048382;7;6.19452032731845e-06;0.005447638
amaru;8388608*2^91;20769187*10^27;6.65068269147338e-09;1.42051742625846e-05;75.000069650413;11;1.29744597759311e-05;0.005447748
dragonbox;8388608*2^91;20769187*10^27;6.04133532074017e-09;0.00675948478764467;73.0000639188656;7;5.86355507344103e-06;0.005443231
amaru;8388608*2^92;41538375*10^27;6.99687238828101e-09;0.00978952518799775;82.0000740591126;14;1.34953677150318e-05;0.004987434
dragonbox;8388608*2^92;41538375*10^27;5.87599217974512e-09;0.00934092264605879;73.0000637053339;7;1.47370179153014e-05;0.005432239
amaru;8388608*2^93;8307675*10^28;6.59857037820159e-09;0.0283788491357795;71.0000734699875;10;6.67908977364565e-06;0.005318625
dragonbox;8388608*2^93;8307675*10^28;5.93255005826445e-09;0.006368651186369;73.000065597233;7;5.96338481722226e-06;0.0053906
amaru;8388608*2^94;1661535*10^29;6.0580452693671e-09;0.00654653774388335;71.0000656994905;10;5.9726809573013e-06;0.005422772
dragonbox;8388608*2^94;1661535*10^29;5.83415231361033e-09;1.34538112652546e-05;73.0000623901083;7;1.01897328252053e-05;0.005451225
amaru;8388608*2^95;332307*10^30;6.61859482229052e-09;5.25082164762208e-06;79.0000708488986;12;6.44080896560608e-06;0.005446845
dragonbox;8388608*2^95;332307*10^30;5.94324645361048e-09;0.000205910647642973;75.000063595946;7;5.7814496406829e-06;0.005437139
amaru;8388608*2^96;664614*10^30;6.65355750215504e-09;0.000204636977450644;79.0000711812858;12;1.16275689660184e-05;0.005447218
dragonbox;8388608*2^96;664614*10^30;5.90498103367702e-09;8.00440689747423e-06;75.0000631302262;7;5.7391114707621e-06;0.005424085
amaru;8388608*2^97;1329228*10^30;6.13779078560625e-09;0.00345009447132631;71.000064513102;10;6.01246986249481e-06;0.005414866
dragonbox;8388608*2^97;1329228*10^30;5.84610662934549e-09;0.00105038799312896;73.0000610944798;7;5.69401502081163e-06;0.005449593
amaru;8388608*2^98;2658456*10^30;6.09341171884205e-09;0.00293275407213338;71.0000638258367;10;5.97510770131632e-06;0.005430636
dragonbox;8388608*2^98;2658456*10^30;5.83735865573731e-09;1.03165411565848e-05;73.0000610978732;7;5.69391775705192e-06;0.005445173
amaru;8388608*2^99;5316912*10^30;6.09386246717781e-09;0.00266501828457646;71.0000638388012;10;5.97510770131632e-06;0.005430175
dragonbox;8388608*2^99;5316912*10^30;6.09865224331789e-09;0.00981173109067571;73.0000626341652;7;5.8292382934322e-06;0.005492692
amaru;8388608*2^100;10633824*10^30;6.66972583400524e-09;0.00607761808633137;75.0000779583419;11;7.08712199063083e-06;0.00477843
dragonbox;8388608*2^100;10633824*10^30;6.22584709882557e-09;0.00176283328006562;73.0000643952699;7;1.75623463294696e-05;0.005507933
amaru;8388608*2^101;21267648*10^30;6.77180720774305e-09;0.00164929420435587;75.0000734582123;11;7.0415592828876e-06;0.004823837
dragonbox;8388608*2^101;21267648*10^30;5.88632384504046e-09;0.000195088150452662;73.00006157601;7;5.74715946643372e-06;0.005445033
amaru;8388608*2^102;42535296*10^30;6.83602413661268e-09;0.00293697209145229;79.0000742490719;13;1e-05;0.004915399
dragonbox;8388608*2^102;42535296*10^30;5.84883146126522e-09;0.0024175614319327;73.0000612995505;7;5.68643841302877e-06;0.005440815
amaru;8388608*2^103;8507059*10^31;6.40450125478119e-09;0.00106282049295564;75.0000671411307;11;1.22074783012073e-05;0.005422301
dragonbox;8388608*2^103;8507059*10^31;6.01547625380613e-09;0.00995382525862466;73.0000633235358;7;5.90378019045595e-06;0.005405759
amaru;8388608*2^104;17014118*10^31;6.16344821461411e-09;0.00364628335820933;75.0000648908212;11;1.17937045205269e-05;0.005382697
dragonbox;8388608*2^104;17014118*10^31;5.47254153725911e-09;0.00327579807937921;73.0000572397931;7;5.35698980029142e-06;0.005450612
